timestamp,system_time,left_hip,right_hip,left_knee_angle,right_knee_angle,left_knee_vel,right_knee_vel,left_knee_tff,right_knee_tff,pelvis_acc_x,pelvis_acc_y,pelvis_acc_z,pelvis_gyro_x,pelvis_gyro_y,pelvis_gyro_z,pelvis_quat_w,pelvis_quat_x,pelvis_quat_y,pelvis_quat_z,left_thigh_acc_x,left_thigh_acc_y,left_thigh_acc_z,left_thigh_gyro_x,left_thigh_gyro_y,left_thigh_gyro_z,left_thigh_quat_w,left_thigh_quat_x,left_thigh_quat_y,left_thigh_quat_z,right_thigh_acc_x,right_thigh_acc_y,right_thigh_acc_z,right_thigh_gyro_x,right_thigh_gyro_y,right_thigh_gyro_z,right_thigh_quat_w,right_thigh_quat_x,right_thigh_quat_y,right_thigh_quat_z,L0_theta,L1_theta,L2_theta,L3_theta,L4_theta,R0_theta,R1_theta,R2_theta,R3_theta,R4_theta,L_fk_0_x,L_fk_0_y,L_fk_0_z,L_fk_1_x,L_fk_1_y,L_fk_1_z,L_fk_2_x,L_fk_2_y,L_fk_2_z,L_fk_3_x,L_fk_3_y,L_fk_3_z,L_fk_4_x,L_fk_4_y,L_fk_4_z,L_fk_5_x,L_fk_5_y,L_fk_5_z,R_fk_0_x,R_fk_0_y,R_fk_0_z,R_fk_1_x,R_fk_1_y,R_fk_1_z,R_fk_2_x,R_fk_2_y,R_fk_2_z,R_fk_3_x,R_fk_3_y,R_fk_3_z,R_fk_4_x,R_fk_4_y,R_fk_4_z,R_fk_5_x,R_fk_5_y,R_fk_5_z,gait_phase
7.345,37:12.9,-0.071308422,-0.102870657,-0.065386772,-0.113325119,-0.095237732,0.007326126,-0.003663063,0.003663063,-0.37,-0.935,0.226,-0.047,0.072,-0.019,0.5864,-0.7727,-0.0191,-0.242,-0.184,-0.989,0.039,-0.014,0.045,0.006,-0.308,0.4367,0.5745,0.6199,-0.15,-0.957,-0.203,-0.023,-0.032,-0.005,-0.7796,0.6209,-0.0785,0.0182,0,-0.071308422,0,-0.065386772,0,0,-0.102870657,0,-0.113325119,0,0,0,0,-0.006387895,0.182299377,-0.030840429,-0.006387895,0.182299377,-0.030840429,0.492461663,0.204162107,-0.00493406,0.492461663,0.204162107,-0.00493406,0.978421497,0.230809581,0.05192499,0,0,0,0.006387895,-0.182299377,0.030840429,0.006387895,-0.182299377,0.030840429,0.504068396,-0.157851461,0.072270107,0.504068396,-0.157851461,0.072270107,0.983690882,-0.125010358,0.167052661,0
7.35,37:12.9,-0.073039104,-0.102923752,-0.065386772,-0.113132954,0.014652252,0.065933228,-0.003663063,0.003663063,-0.371,-0.937,0.221,-0.047,0.068,-0.022,0.5865,-0.7726,-0.0192,-0.2421,-0.183,-0.986,0.041,0,0.046,-0.007,-0.3074,0.4362,0.5757,0.6194,-0.15,-0.957,-0.203,-0.023,-0.032,-0.005,-0.7796,0.6209,-0.0785,0.0182,0,-0.073039104,0,-0.065386772,0,0,-0.102923752,0,-0.113132954,0,0,0,0,-0.006345121,0.182310493,-0.030783493,-0.006345121,0.182310493,-0.030783493,0.492460184,0.204185156,-0.004048367,0.492460184,0.204185156,-0.004048367,0.978324651,0.23083256,0.053619959,0,0,0,0.006345121,-0.182310493,0.030783493,0.006345121,-0.182310493,0.030783493,0.504031705,-0.157992945,0.072216823,0.504031705,-0.157992945,0.072216823,0.983681665,-0.125309309,0.166914744,0
7.355,37:12.9,-0.073115773,-0.102976921,-0.065386772,-0.113132954,0.014652252,0.065933228,-0.003663063,0.003663063,-0.37,-0.941,0.22,-0.043,0.068,-0.021,0.5866,-0.7725,-0.0193,-0.2422,-0.183,-0.986,0.041,0,0.046,-0.007,-0.3074,0.4362,0.5757,0.6194,-0.15,-0.957,-0.203,-0.023,-0.032,-0.005,-0.7796,0.6209,-0.0785,0.0182,0,-0.073115773,0,-0.065386772,0,0,-0.102976921,0,-0.113132954,0,0,0,0,-0.006302342,0.182321582,-0.030726557,-0.006302342,0.182321582,-0.030726557,0.492507617,0.204072123,-0.003976982,0.492507617,0.204072123,-0.003976982,0.97837737,0.230588731,0.053707086,0,0,0,0.006302342,-0.182321582,0.030726557,0.006302342,-0.182321582,0.030726557,0.503994975,-0.158134403,0.072163536,0.503994975,-0.158134403,0.072163536,0.983653375,-0.125593501,0.166867856,0
7.36,37:12.9,-0.075389021,-0.103030165,-0.065386772,-0.113325119,-0.007326126,0.021978378,-0.003663063,0.003663063,-0.371,-0.94,0.22,-0.041,0.064,-0.022,0.5867,-0.7724,-0.0194,-0.2423,-0.188,-0.981,0.048,-0.013,0.015,-0.001,-0.3061,0.4368,0.576,0.6193,-0.15,-0.957,-0.203,-0.023,-0.032,-0.005,-0.7796,0.6209,-0.0785,0.0182,0,-0.075389021,0,-0.065386772,0,0,-0.103030165,0,-0.113325119,0,0,0,0,-0.006259557,0.182332642,-0.03066962,-0.006259557,0.182332642,-0.03066962,0.492488006,0.204138649,-0.002824204,0.492488006,0.204138649,-0.002824204,0.978227321,0.230697028,0.055929264,0,0,0,0.006259557,-0.182332642,0.03066962,0.006259557,-0.182332642,0.03066962,0.503958205,-0.158275835,0.072110246,0.503958205,-0.158275835,0.072110246,0.983606027,-0.125863005,0.166912013,0
7.365,37:12.9,-0.073870457,-0.103083482,-0.065386772,-0.112940788,-0.021978378,0.065933228,-0.003663063,0.003663063,-0.371,-0.94,0.22,-0.038,0.06,-0.019,0.5868,-0.7723,-0.0195,-0.2424,-0.193,-0.979,0.052,0.01,0.015,0.005,-0.3066,0.4364,0.5757,0.6197,-0.15,-0.957,-0.203,-0.023,-0.032,-0.005,-0.7796,0.6209,-0.0785,0.0182,0,-0.073870457,0,-0.065386772,0,0,-0.103083482,0,-0.112940788,0,0,0,0,-0.006216766,0.182343674,-0.030612684,-0.006216766,0.182343674,-0.030612684,0.49258431,0.203895017,-0.003538237,0.49258431,0.203895017,-0.003538237,0.978427638,0.230197168,0.054465708,0,0,0,0.006216766,-0.182343674,0.030612684,0.006216766,-0.182343674,0.030612684,0.503921396,-0.158417241,0.072056954,0.503921396,-0.158417241,0.072056954,0.983615513,-0.126176457,0.166682985,0
7.37,37:12.9,-0.075430774,-0.092185532,-0.065386772,-0.113325119,-0.021978378,-0.007326126,-0.003663063,0.003663063,-0.369,-0.938,0.221,-0.037,0.062,-0.02,0.5869,-0.7722,-0.0196,-0.2425,-0.187,-0.981,0.044,-0.017,0.018,-0.004,-0.3061,0.4368,0.576,0.6194,-0.152,-0.965,-0.199,-0.014,0.008,0.004,-0.7773,0.6233,-0.0824,0.0206,0,-0.075430774,0,-0.065386772,0,0,-0.092185532,0,-0.113325119,0,0,0,0,-0.00617397,0.182354677,-0.030555748,-0.00617397,0.182354677,-0.030555748,0.492586265,0.203902633,-0.002736445,0.492586265,0.203902633,-0.002736445,0.978342997,0.230190018,0.055994892,0,0,0,0.00617397,-0.182354677,0.030555748,0.00617397,-0.182354677,0.030555748,0.504345154,-0.159445136,0.066619924,0.504345154,-0.159445136,0.066619924,0.985062488,-0.128152707,0.156239279,0
7.375,37:12.9,-0.073169316,-0.09222982,-0.065386772,-0.113708496,-0.007326126,0.051282883,-0.003663063,0.003663063,-0.37,-0.936,0.223,-0.04,0.059,-0.019,0.5869,-0.7721,-0.0197,-0.2426,-0.186,-0.981,0.035,-0.014,0.013,-0.003,-0.3066,0.436,0.5756,0.62,-0.152,-0.965,-0.199,-0.014,0.008,0.004,-0.7773,0.6233,-0.0824,0.0206,0,-0.073169316,0,-0.065386772,0,0,-0.09222982,0,-0.113708496,0,0,0,0,-0.006122583,0.182361199,-0.030527155,-0.006122583,0.182361199,-0.030527155,0.492713758,0.203576544,-0.003839802,0.492713758,0.203576544,-0.003839802,0.978620028,0.229537428,0.053789438,0,0,0,0.006122583,-0.182361199,0.030527155,0.006122583,-0.182361199,0.030527155,0.5043002,-0.159597694,0.066594925,0.5043002,-0.159597694,0.066594925,0.984990453,-0.128425507,0.156401247,0
7.38,37:12.9,-0.073246685,-0.092282966,-0.065386772,-0.113708496,-0.007326126,0.051282883,-0.003663063,0.003663063,-0.368,-0.932,0.225,-0.041,0.057,-0.017,0.587,-0.772,-0.0198,-0.2427,-0.186,-0.981,0.035,-0.014,0.013,-0.003,-0.3066,0.436,0.5756,0.62,-0.152,-0.965,-0.199,-0.014,0.008,0.004,-0.7773,0.6233,-0.0824,0.0206,0,-0.073246685,0,-0.065386772,0,0,-0.092282966,0,-0.113708496,0,0,0,0,-0.006079775,0.182372153,-0.030470216,-0.006079775,0.182372153,-0.030470216,0.492761046,0.203463392,-0.003768254,0.492761046,0.203463392,-0.003768254,0.978672402,0.229293493,0.05387687,0,0,0,0.006079775,-0.182372153,0.030470216,0.006079775,-0.182372153,0.030470216,0.504263034,-0.159737494,0.066541156,0.504263034,-0.159737494,0.066541156,0.984961334,-0.128706791,0.156353404,0
7.385,37:12.9,-0.073175349,-0.092198325,-0.065386772,-0.113708496,-0.007326126,0.051282883,-0.003663063,0.003663063,-0.369,-0.93,0.226,-0.044,0.056,-0.016,0.5871,-0.7719,-0.0199,-0.2427,-0.186,-0.981,0.035,-0.014,0.013,-0.003,-0.3066,0.436,0.5756,0.62,-0.152,-0.965,-0.199,-0.014,0.008,0.004,-0.7773,0.6233,-0.0824,0.0206,0,-0.073175349,0,-0.065386772,0,0,-0.092198325,0,-0.113708496,0,0,0,0,-0.006058665,0.182382549,-0.030412144,-0.006058665,0.182382549,-0.030412144,0.492784529,0.203407718,-0.003702405,0.492784529,0.203407718,-0.003702405,0.978698738,0.229163387,0.053951977,0,0,0,0.006058665,-0.182382549,0.030412144,0.006058665,-0.182382549,0.030412144,0.504244977,-0.159817941,0.066484805,0.504244977,-0.159817941,0.066484805,0.984947906,-0.128872326,0.156301635,0
7.39,37:12.9,-0.073252851,-0.092251608,-0.065386772,-0.113708496,-0.007326126,0.051282883,-0.003663063,0.003663063,-0.368,-0.927,0.227,-0.048,0.055,-0.016,0.5872,-0.7718,-0.02,-0.2428,-0.186,-0.981,0.035,-0.014,0.013,-0.003,-0.3066,0.436,0.5756,0.62,-0.152,-0.965,-0.199,-0.014,0.008,0.004,-0.7773,0.6233,-0.0824,0.0206,0,-0.073252851,0,-0.065386772,0,0,-0.092251608,0,-0.113708496,0,0,0,0,-0.006015849,0.182393452,-0.030355201,-0.006015849,0.182393452,-0.030355201,0.492831778,0.203294504,-0.003630854,0.492831778,0.203294504,-0.003630854,0.978751017,0.228919379,0.054039405,0,0,0,0.006015849,-0.182393452,0.030355201,0.006015849,-0.182393452,0.030355201,0.504207751,-0.159957688,0.066431026,0.504207751,-0.159957688,0.066431026,0.984918663,-0.129153557,0.156253769,0
7.395,37:12.9,-0.073455398,-0.092444799,-0.065386772,-0.113708496,-0.007326126,0.051282883,-0.003663063,0.003663063,-0.367,-0.926,0.226,-0.051,0.052,-0.014,0.5873,-0.7717,-0.02,-0.2429,-0.186,-0.981,0.035,-0.014,0.013,-0.003,-0.3066,0.436,0.5756,0.62,-0.152,-0.965,-0.199,-0.014,0.008,0.004,-0.7773,0.6233,-0.0824,0.0206,0,-0.073455398,0,-0.065386772,0,0,-0.092444799,0,-0.113708496,0,0,0,0,-0.006001692,0.182402003,-0.030306584,-0.006001692,0.182402003,-0.030306584,0.492847566,0.203257185,-0.003576839,0.492847566,0.203257185,-0.003576839,0.978768812,0.228828945,0.05410008,0,0,0,0.006001692,-0.182402003,0.030306584,0.006001692,-0.182402003,0.030306584,0.504195714,-0.160015304,0.066383614,0.504195714,-0.160015304,0.066383614,0.984909922,-0.129273161,0.156209955,0
7.4,37:12.9,-0.074239163,-0.092498198,-0.065003395,-0.114091873,0.007326126,-0.124542236,-0.003663063,0.003663063,-0.368,-0.926,0.225,-0.051,0.054,-0.013,0.5874,-0.7716,-0.0201,-0.243,-0.184,-0.981,0.038,-0.016,0.017,-0.005,-0.3065,0.4362,0.5758,0.6198,-0.152,-0.965,-0.199,-0.014,0.008,0.004,-0.7773,0.6233,-0.0824,0.0206,0,-0.074239163,0,-0.065003395,0,0,-0.092498198,0,-0.114091873,0,0,0,0,-0.005958863,0.182412859,-0.030249644,-0.005958863,0.182412859,-0.030249644,0.492873647,0.203200882,-0.003157488,0.492873647,0.203200882,-0.003157488,0.978780147,0.228666866,0.054690215,0,0,0,0.005958863,-0.182412859,0.030249644,0.005958863,-0.182412859,0.030249644,0.50415843,-0.160155019,0.066329836,0.50415843,-0.160155019,0.066329836,0.984844652,-0.129525353,0.156344168,0
7.405,37:12.9,-0.074316817,-0.09255167,-0.065003395,-0.114091873,0.007326126,-0.124542236,-0.003663063,0.003663063,-0.366,-0.924,0.223,-0.052,0.055,-0.011,0.5875,-0.7715,-0.0202,-0.2431,-0.184,-0.981,0.038,-0.016,0.017,-0.005,-0.3065,0.4362,0.5758,0.6198,-0.152,-0.965,-0.199,-0.014,0.008,0.004,-0.7773,0.6233,-0.0824,0.0206,0,-0.074316817,0,-0.065003395,0,0,-0.09255167,0,-0.114091873,0,0,0,0,-0.005916029,0.182423686,-0.030192704,-0.005916029,0.182423686,-0.030192704,0.49292085,0.20308745,-0.00308594,0.49292085,0.20308745,-0.00308594,0.978832304,0.228422556,0.054777621,0,0,0,0.005916029,-0.182423686,0.030192704,0.005916029,-0.182423686,0.030192704,0.504121107,-0.160294709,0.066276055,0.504121107,-0.160294709,0.066276055,0.984815223,-0.129806593,0.156296288,0
7.41,37:12.9,-0.072258554,-0.092769707,-0.065386772,-0.113708496,-0.021978378,-0.007326126,-0.003663063,0.003663063,-0.363,-0.92,0.218,-0.059,0.056,-0.011,0.5879,-0.7711,-0.0204,-0.2433,-0.187,-0.98,0.034,-0.009,0.006,-0.002,-0.3069,0.4356,0.5752,0.6205,-0.152,-0.965,-0.199,-0.014,0.008,0.004,-0.7773,0.6233,-0.0824,0.0206,0,-0.072258554,0,-0.065386772,0,0,-0.092769707,0,-0.113708496,0,0,0,0,-0.005845393,0.182461158,-0.02997928,-0.005845393,0.182461158,-0.02997928,0.493067771,0.20271471,-0.00398989,0.493067771,0.20271471,-0.00398989,0.979106327,0.227645225,0.052974937,0,0,0,0.005845393,-0.182461158,0.02997928,0.005845393,-0.182461158,0.02997928,0.504060577,-0.160570519,0.066068469,0.504060577,-0.160570519,0.066068469,0.984806117,-0.130405657,0.155922837,0
7.415,37:12.9,-0.071924011,-0.092467298,-0.065386772,-0.113708496,-0.021978378,-0.007326126,-0.003663063,0.003663063,-0.367,-0.923,0.22,-0.055,0.051,-0.014,0.5876,-0.7714,-0.0203,-0.2431,-0.187,-0.98,0.034,-0.009,0.006,-0.002,-0.3069,0.4356,0.5752,0.6205,-0.152,-0.965,-0.199,-0.014,0.008,0.004,-0.7773,0.6233,-0.0824,0.0206,0,-0.071924011,0,-0.065386772,0,0,-0.092467298,0,-0.113708496,0,0,0,0,-0.00589491,0.182433976,-0.030134608,-0.00589491,0.182433976,-0.030134608,0.493012808,0.202844852,-0.004163753,0.493012808,0.202844852,-0.004163753,0.979044723,0.227955575,0.052778578,0,0,0,0.00589491,-0.182433976,0.030134608,0.00589491,-0.182433976,0.030134608,0.504102969,-0.160375032,0.066219676,0.504102969,-0.160375032,0.066219676,0.984837521,-0.130000971,0.156062358,0
7.42,37:12.9,-0.072180589,-0.092716025,-0.065386772,-0.113708496,-0.021978378,-0.007326126,-0.003663063,0.003663063,-0.364,-0.918,0.22,-0.058,0.061,-0.012,0.5878,-0.7712,-0.0203,-0.2432,-0.187,-0.98,0.034,-0.009,0.006,-0.002,-0.3069,0.4356,0.5752,0.6205,-0.152,-0.965,-0.199,-0.014,0.008,0.004,-0.7773,0.6233,-0.0824,0.0206,0,-0.072180589,0,-0.065386772,0,0,-0.092716025,0,-0.113708496,0,0,0,0,-0.005888248,0.182450415,-0.030036224,-0.005888248,0.182450415,-0.030036224,0.493020629,0.202827917,-0.004061437,0.493020629,0.202827917,-0.004061437,0.979054324,0.227889077,0.052887537,0,0,0,0.005888248,-0.182450415,0.030036224,0.005888248,-0.182450415,0.030036224,0.504097982,-0.160430894,0.066122258,0.504097982,-0.160430894,0.066122258,0.984835717,-0.130124508,0.155970758,0
7.425,37:13.0,-0.071136382,-0.092823462,-0.065386772,-0.11447525,0.03663063,-0.007326126,-0.003663063,0.003663063,-0.363,-0.919,0.215,-0.059,0.051,-0.011,0.588,-0.771,-0.0205,-0.2434,-0.188,-0.981,0.034,-0.005,0.003,-0.001,-0.3071,0.4354,0.5748,0.6209,-0.152,-0.965,-0.199,-0.014,0.008,0.004,-0.7773,0.6233,-0.0824,0.0206,0,-0.071136382,0,-0.065386772,0,0,-0.092823462,0,-0.11447525,0,0,0,0,-0.005802532,0.182471873,-0.029922336,-0.005802532,0.182471873,-0.029922336,0.49314922,0.202505578,-0.004509742,0.49314922,0.202505578,-0.004509742,0.979264521,0.227213213,0.051894577,0,0,0,0.005802532,-0.182471873,0.029922336,0.005802532,-0.182471873,0.029922336,0.504023134,-0.160710118,0.066014678,0.504023134,-0.160710118,0.066014678,0.984704614,-0.130629331,0.156239183,0
7.43,37:13.0,-0.071228713,-0.093016897,-0.065003395,-0.11447525,0.124542236,-0.051282883,-0.003663063,0.003663063,-0.362,-0.916,0.213,-0.057,0.051,-0.01,0.5881,-0.7709,-0.0205,-0.2435,-0.19,-0.981,0.036,-0.006,-0.001,0,-0.307,0.4354,0.5747,0.621,-0.152,-0.965,-0.199,-0.014,0.008,0.004,-0.7773,0.6233,-0.0824,0.0206,0,-0.071228713,0,-0.065003395,0,0,-0.093016897,0,-0.11447525,0,0,0,0,-0.005788308,0.182480289,-0.029873728,-0.005788308,0.182480289,-0.029873728,0.493168126,0.20245952,-0.00451022,0.493168126,0.20245952,-0.00451022,0.979314734,0.227076343,0.05166351,0,0,0,0.005788308,-0.182480289,0.029873728,0.005788308,-0.182480289,0.029873728,0.504010969,-0.160767726,0.065967273,0.504010969,-0.160767726,0.065967273,0.984695666,-0.13074914,0.156195354,0
7.435,37:13.0,-0.071361008,-0.093126268,-0.065003395,-0.11447525,0.124542236,-0.051282883,-0.003663063,0.003663063,-0.362,-0.915,0.212,-0.058,0.049,-0.013,0.5883,-0.7707,-0.0206,-0.2436,-0.19,-0.981,0.036,-0.006,-0.001,0,-0.307,0.4354,0.5747,0.621,-0.152,-0.965,-0.199,-0.014,0.008,0.004,-0.7773,0.6233,-0.0824,0.0206,0,-0.071361008,0,-0.065003395,0,0,-0.093126268,0,-0.11447525,0,0,0,0,-0.005752936,0.182498848,-0.029767001,-0.005752936,0.182498848,-0.029767001,0.493207272,0.202366777,-0.004390306,0.493207272,0.202366777,-0.004390306,0.979358453,0.226856752,0.05179928,0,0,0,0.005752936,-0.182498848,0.029767001,0.005752936,-0.182498848,0.029767001,0.503980569,-0.160905533,0.06586346,0.503980569,-0.160905533,0.06586346,0.984672929,-0.131034369,0.156099643,0
7.44,37:13.0,-0.071101387,-0.102411165,-0.065386772,-0.114858627,-0.065933228,0.007326126,-0.003663063,0.003663063,-0.362,-0.917,0.212,-0.056,0.037,-0.012,0.5884,-0.7706,-0.0206,-0.2436,-0.19,-0.982,0.036,-0.007,0.001,0,-0.307,0.4354,0.5746,0.6212,-0.153,-0.959,-0.2,-0.022,-0.013,-0.002,-0.7792,0.6213,-0.0791,0.0185,0,-0.071101387,0,-0.065386772,0,0,-0.102411165,0,-0.114858627,0,0,0,0,-0.005760436,0.182506725,-0.029717211,-0.005760436,0.182506725,-0.029717211,0.493208176,0.202362239,-0.004496537,0.493208176,0.202362239,-0.004496537,0.979355037,0.226861122,0.051726539,0,0,0,0.005760436,-0.182506725,0.029717211,0.005760436,-0.182506725,0.029717211,0.503605769,-0.160176423,0.070354408,0.503605769,-0.160176423,0.070354408,0.983374007,-0.129597198,0.165156037,0
7.445,37:13.0,-0.070577359,-0.093452203,-0.065386772,-0.115625381,0.03663063,-0.095237732,-0.003663063,0.003663063,-0.362,-0.919,0.21,-0.054,0.038,-0.014,0.5885,-0.7705,-0.0207,-0.2437,-0.191,-0.981,0.036,-0.011,0.001,0.002,-0.3069,0.4354,0.5742,0.6215,-0.14,-0.96,-0.213,0.007,0.025,0.002,-0.7771,0.6236,-0.0819,0.0202,0,-0.070577359,0,-0.065386772,0,0,-0.093452203,0,-0.115625381,0,0,0,0,-0.005717546,0.182517337,-0.029660266,-0.005717546,0.182517337,-0.029660266,0.493272051,0.202201354,-0.004721904,0.493272051,0.202201354,-0.004721904,0.979459326,0.226523844,0.051227624,0,0,0,0.005717546,-0.182517337,0.029660266,0.005717546,-0.182517337,0.029660266,0.503941658,-0.16102625,0.065866168,0.503941658,-0.16102625,0.065866168,0.98451301,-0.131201056,0.156759694,0
7.45,37:13.0,-0.070631313,-0.093507687,-0.065386772,-0.115625381,0.03663063,-0.095237732,-0.003663063,0.003663063,-0.363,-0.923,0.21,-0.055,0.029,-0.013,0.5886,-0.7704,-0.0207,-0.2437,-0.191,-0.981,0.036,-0.011,0.001,0.002,-0.3069,0.4354,0.5742,0.6215,-0.14,-0.96,-0.213,0.007,0.025,0.002,-0.7771,0.6236,-0.0819,0.0202,0,-0.070631313,0,-0.065386772,0,0,-0.093507687,0,-0.115625381,0,0,0,0,-0.005725038,0.182525187,-0.029610469,-0.005725038,0.182525187,-0.029610469,0.493264138,0.202221779,-0.00467361,0.493264138,0.202221779,-0.00467361,0.979451239,0.226547898,0.051275852,0,0,0,0.005725038,-0.182525187,0.029610469,0.005725038,-0.182525187,0.029610469,0.503948754,-0.161024505,0.065816123,0.503948754,-0.161024505,0.065816123,0.984520055,-0.131205304,0.156711885,0
7.455,37:13.0,-0.070566684,-0.093432739,-0.065386772,-0.115625381,0.03663063,-0.095237732,-0.003663063,0.003663063,-0.365,-0.925,0.212,-0.055,0.022,-0.013,0.5888,-0.7703,-0.0208,-0.2437,-0.191,-0.981,0.036,-0.011,0.001,0.002,-0.3069,0.4354,0.5742,0.6215,-0.14,-0.96,-0.213,0.007,0.025,0.002,-0.7771,0.6236,-0.0819,0.0202,0,-0.070566684,0,-0.065386772,0,0,-0.093432739,0,-0.115625381,0,0,0,0,-0.005712486,0.182539584,-0.029524018,-0.005712486,0.182539584,-0.029524018,0.493278253,0.202189452,-0.004581572,0.493278253,0.202189452,-0.004581572,0.979467472,0.226455061,0.05137576,0,0,0,0.005712486,-0.182539584,0.029524018,0.005712486,-0.182539584,0.029524018,0.503938379,-0.161091716,0.065731038,0.503938379,-0.161091716,0.065731038,0.984513417,-0.131349939,0.156632407,0
7.46,37:13.0,-0.070620636,-0.093488224,-0.065386772,-0.115625381,0.03663063,-0.095237732,-0.003663063,0.003663063,-0.367,-0.928,0.213,-0.052,0.022,-0.013,0.5889,-0.7702,-0.0208,-0.2437,-0.191,-0.981,0.036,-0.011,0.001,0.002,-0.3069,0.4354,0.5742,0.6215,-0.14,-0.96,-0.213,0.007,0.025,0.002,-0.7771,0.6236,-0.0819,0.0202,0,-0.070620636,0,-0.065386772,0,0,-0.093488224,0,-0.115625381,0,0,0,0,-0.005719973,0.182547398,-0.029474214,-0.005719973,0.182547398,-0.029474214,0.493270346,0.20220983,-0.004533271,0.493270346,0.20220983,-0.004533271,0.979459393,0.226479058,0.051423992,0,0,0,0.005719973,-0.182547398,0.029474214,0.005719973,-0.182547398,0.029474214,0.503945471,-0.161089944,0.065680986,0.503945471,-0.161089944,0.065680986,0.98452046,-0.131354172,0.156584581,0
7.465,37:13.0,-0.070674583,-0.103390497,-0.065386772,-0.115625381,0.03663063,-0.095237732,-0.003663063,0.003663063,-0.369,-0.931,0.216,-0.055,0.012,-0.013,0.589,-0.7701,-0.0208,-0.2437,-0.191,-0.981,0.036,-0.011,0.001,0.002,-0.3069,0.4354,0.5742,0.6215,-0.125,-0.955,-0.214,0.007,0.028,0.004,-0.7786,0.6225,-0.0768,0.0177,0,-0.070674583,0,-0.065386772,0,0,-0.103390497,0,-0.115625381,0,0,0,0,-0.005727457,0.182555199,-0.029424406,-0.005727457,0.182555199,-0.029424406,0.493262442,0.202230187,-0.004484964,0.493262442,0.202230187,-0.004484964,0.979451317,0.226503027,0.051472227,0,0,0,0.005727457,-0.182555199,0.029424406,0.005727457,-0.182555199,0.029424406,0.503542986,-0.160319966,0.070476728,0.503542986,-0.160319966,0.070476728,0.983164782,-0.129866725,0.166056711,0
7.47,37:13.0,-0.070647727,-0.104118469,-0.065386772,-0.116008759,0.08058548,0.021978378,-0.003663063,0.003663063,-0.376,-0.937,0.22,-0.056,0.013,-0.012,0.5893,-0.7698,-0.0209,-0.2438,-0.193,-0.982,0.037,-0.014,0.007,0.003,-0.3066,0.4357,0.5738,0.6219,-0.124,-0.954,-0.213,0.006,0.032,0.003,-0.7786,0.6224,-0.0765,0.0175,0,-0.070647727,0,-0.065386772,0,0,-0.104118469,0,-0.116008759,0,0,0,0,-0.005699496,0.182581244,-0.029267819,-0.005699496,0.182581244,-0.029267819,0.493299608,0.202140898,-0.004422,0.493299608,0.202140898,-0.004422,0.979505411,0.226274427,0.051448299,0,0,0,0.005699496,-0.182581244,0.029267819,0.005699496,-0.182581244,0.029267819,0.503494978,-0.160416343,0.070600314,0.503494978,-0.160416343,0.070600314,0.983030584,-0.130051886,0.166639901,0
7.475,37:13.0,-0.070514417,-0.104007387,-0.065386772,-0.116008759,0.08058548,0.021978378,-0.003663063,0.003663063,-0.371,-0.935,0.216,-0.056,0.016,-0.013,0.5891,-0.77,-0.0208,-0.2437,-0.193,-0.982,0.037,-0.014,0.007,0.003,-0.3066,0.4357,0.5738,0.6219,-0.124,-0.954,-0.213,0.006,0.032,0.003,-0.7786,0.6224,-0.0765,0.0175,0,-0.070514417,0,-0.065386772,0,0,-0.104007387,0,-0.116008759,0,0,0,0,-0.005734939,0.182562986,-0.029374593,-0.005734939,0.182562986,-0.029374593,0.493260467,0.202233726,-0.004542213,0.493260467,0.202233726,-0.004542213,0.979461808,0.226494011,0.051312018,0,0,0,0.005734939,-0.182562986,0.029374593,0.005734939,-0.182562986,0.029374593,0.503525298,-0.160275861,0.070703062,0.503525298,-0.160275861,0.070703062,0.983053178,-0.129760815,0.166733496,0
7.48,37:13.0,-0.070717773,-0.104201494,-0.065386772,-0.116008759,0.08058548,0.021978378,-0.003663063,0.003663063,-0.374,-0.937,0.219,-0.056,0.013,-0.014,0.5892,-0.7699,-0.0208,-0.2438,-0.193,-0.982,0.037,-0.014,0.007,0.003,-0.3066,0.4357,0.5738,0.6219,-0.124,-0.954,-0.213,0.006,0.032,0.003,-0.7786,0.6224,-0.0765,0.0175,0,-0.070717773,0,-0.065386772,0,0,-0.104201494,0,-0.116008759,0,0,0,0,-0.005720636,0.182571251,-0.029325973,-0.005720636,0.182571251,-0.029325973,0.493276292,0.202196332,-0.004488069,0.493276292,0.202196332,-0.004488069,0.979479496,0.226403697,0.051372899,0,0,0,0.005720636,-0.182571251,0.029325973,0.005720636,-0.182571251,0.029325973,0.503513123,-0.160334802,0.070656112,0.503513123,-0.160334802,0.070656112,0.983044254,-0.12988353,0.166690558,0
